id,datetime,cloud_cover,bbox,visual_href,thumbnail_href,rendered_preview,date,month,year,day_of_year,revisit_gap_hours,image_validity
S2A_MSIL2A_20180204T171511_R112_T14SQE_20201013T184633,2018-02-04 17:15:11.026000+00:00,67.420407,"[-96.80526871562567, 35.11170090328154, -95.55958126359698, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/02/04/S2A_MSIL2A_20180204T171511_N0212_R112_T14SQE_20201013T184633.SAFE/GRANULE/L2A_T14SQE_A013694_20180204T171512/IMG_DATA/R10m/T14SQE_20180204T171511_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180204T171511_R112_T14SQE_20201013T184633&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-04,2,2018,35,119.99222194444445,0
S2A_MSIL2A_20180204T171511_R112_T14SPE_20201013T184626,2018-02-04 17:15:11.026000+00:00,91.17092,"[-97.90214616115195, 35.13300633202725, -96.66878536100633, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/02/04/S2A_MSIL2A_20180204T171511_N0212_R112_T14SPE_20201013T184626.SAFE/GRANULE/L2A_T14SPE_A013694_20180204T171512/IMG_DATA/R10m/T14SPE_20180204T171511_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180204T171511_R112_T14SPE_20201013T184626&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-04,2,2018,35,0.0,0
S2B_MSIL2A_20180209T171439_R112_T14SPE_20201026T000403,2018-02-09 17:14:39.027000+00:00,11.230487,"[-97.90216, 35.13300633202725, -96.66879, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/02/09/S2B_MSIL2A_20180209T171439_N0212_R112_T14SPE_20201026T000403.SAFE/GRANULE/L2A_T14SPE_A004857_20180209T171814/IMG_DATA/R10m/T14SPE_20180209T171439_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180209T171439_R112_T14SPE_20201026T000403&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-09,2,2018,40,119.99111138888888,1
S2B_MSIL2A_20180209T171439_R112_T14SQE_20201026T000412,2018-02-09 17:14:39.027000+00:00,45.313284,"[-96.80527, 35.111644826877985, -95.55957, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/02/09/S2B_MSIL2A_20180209T171439_N0212_R112_T14SQE_20201026T000412.SAFE/GRANULE/L2A_T14SQE_A004857_20180209T171814/IMG_DATA/R10m/T14SQE_20180209T171439_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180209T171439_R112_T14SQE_20201026T000412&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-09,2,2018,40,0.0,0
S2A_MSIL2A_20180214T171411_R112_T14SPE_20201013T211213,2018-02-14 17:14:11.026000+00:00,99.154163,"[-97.90216, 35.13300633202725, -96.66879, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/02/14/S2A_MSIL2A_20180214T171411_N0212_R112_T14SPE_20201013T211213.SAFE/GRANULE/L2A_T14SPE_A013837_20180214T171845/IMG_DATA/R10m/T14SPE_20180214T171411_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180214T171411_R112_T14SPE_20201013T211213&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-14,2,2018,45,119.99222194444445,0
S2A_MSIL2A_20180214T171411_R112_T14SQE_20201013T211209,2018-02-14 17:14:11.026000+00:00,99.999974,"[-96.80527, 35.11171856390953, -95.55957, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/02/14/S2A_MSIL2A_20180214T171411_N0212_R112_T14SQE_20201013T211209.SAFE/GRANULE/L2A_T14SQE_A013837_20180214T171845/IMG_DATA/R10m/T14SQE_20180214T171411_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180214T171411_R112_T14SQE_20201013T211209&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-14,2,2018,45,0.0,0
S2B_MSIL2A_20180219T171329_R112_T14SPE_20201013T231639,2018-02-19 17:13:29.027000+00:00,99.602598,"[-97.90216, 35.13300633202725, -96.66879, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/02/19/S2B_MSIL2A_20180219T171329_N0212_R112_T14SPE_20201013T231639.SAFE/GRANULE/L2A_T14SPE_A005000_20180219T171451/IMG_DATA/R10m/T14SPE_20180219T171329_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180219T171329_R112_T14SPE_20201013T231639&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-19,2,2018,50,119.9883336111111,0
S2B_MSIL2A_20180219T171329_R112_T14SQE_20201013T231638,2018-02-19 17:13:29.027000+00:00,99.348947,"[-96.80527, 35.111640811177956, -95.55957, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/02/19/S2B_MSIL2A_20180219T171329_N0212_R112_T14SQE_20201013T231638.SAFE/GRANULE/L2A_T14SQE_A005000_20180219T171451/IMG_DATA/R10m/T14SQE_20180219T171329_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180219T171329_R112_T14SQE_20201013T231638&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-19,2,2018,50,0.0,0
S2A_MSIL2A_20180224T171301_R112_T14SQE_20201014T005454,2018-02-24 17:13:01.026000+00:00,97.441596,"[-96.80527, 35.11176262032425, -95.55957, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/02/24/S2A_MSIL2A_20180224T171301_N0212_R112_T14SQE_20201014T005454.SAFE/GRANULE/L2A_T14SQE_A013980_20180224T171817/IMG_DATA/R10m/T14SQE_20180224T171301_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180224T171301_R112_T14SQE_20201014T005454&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-24,2,2018,55,119.99222194444445,0
S2A_MSIL2A_20180224T171301_R112_T14SPE_20201014T005455,2018-02-24 17:13:01.026000+00:00,76.346127,"[-97.90216, 35.13300633202725, -96.66879, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/02/24/S2A_MSIL2A_20180224T171301_N0212_R112_T14SPE_20201014T005455.SAFE/GRANULE/L2A_T14SPE_A013980_20180224T171817/IMG_DATA/R10m/T14SPE_20180224T171301_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180224T171301_R112_T14SPE_20201014T005455&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-02-24,2,2018,55,0.0,0
S2B_MSIL2A_20180301T171249_R112_T14SPE_20201013T051854,2018-03-01 17:12:49.027000+00:00,1.759633,"[-97.90216, 35.13300633202725, -96.66879, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/03/01/S2B_MSIL2A_20180301T171249_N0212_R112_T14SPE_20201013T051854.SAFE/GRANULE/L2A_T14SPE_A005143_20180301T171251/IMG_DATA/R10m/T14SPE_20180301T171249_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180301T171249_R112_T14SPE_20201013T051854&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-01,3,2018,60,119.99666694444444,1
S2B_MSIL2A_20180301T171249_R112_T14SQE_20201013T051852,2018-03-01 17:12:49.027000+00:00,4.489289,"[-96.80527, 35.11156621761741, -95.55957, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/03/01/S2B_MSIL2A_20180301T171249_N0212_R112_T14SQE_20201013T051852.SAFE/GRANULE/L2A_T14SQE_A005143_20180301T171251/IMG_DATA/R10m/T14SQE_20180301T171249_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180301T171249_R112_T14SQE_20201013T051852&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-01,3,2018,60,0.0,1
S2A_MSIL2A_20180306T171151_R112_T14SPE_20201013T071717,2018-03-06 17:11:51.027000+00:00,0.841358,"[-97.90216, 35.13300633202725, -96.66879, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/03/06/S2A_MSIL2A_20180306T171151_N0212_R112_T14SPE_20201013T071717.SAFE/GRANULE/L2A_T14SPE_A014123_20180306T172016/IMG_DATA/R10m/T14SPE_20180306T171151_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180306T171151_R112_T14SPE_20201013T071717&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-06,3,2018,65,119.98388888888888,1
S2A_MSIL2A_20180306T171151_R112_T14SQE_20201013T071646,2018-03-06 17:11:51.027000+00:00,0.47597,"[-96.80527, 35.111786994046376, -95.55957, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/03/06/S2A_MSIL2A_20180306T171151_N0212_R112_T14SQE_20201013T071646.SAFE/GRANULE/L2A_T14SQE_A014123_20180306T172016/IMG_DATA/R10m/T14SQE_20180306T171151_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180306T171151_R112_T14SQE_20201013T071646&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-06,3,2018,65,0.0,1
S2A_MSIL2A_20180316T171031_R112_T14SPE_20201013T094652,2018-03-16 17:10:31.026000+00:00,0.455991,"[-97.90214616115195, 35.13300633202725, -96.66878536100633, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/03/16/S2A_MSIL2A_20180316T171031_N0212_R112_T14SPE_20201013T094652.SAFE/GRANULE/L2A_T14SPE_A014266_20180316T171943/IMG_DATA/R10m/T14SPE_20180316T171031_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180316T171031_R112_T14SPE_20201013T094652&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-16,3,2018,75,239.97777749999997,1
S2A_MSIL2A_20180316T171031_R112_T14SQE_20201013T094651,2018-03-16 17:10:31.026000+00:00,0.057358,"[-96.80526871562567, 35.111613898387205, -95.55958126359698, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/03/16/S2A_MSIL2A_20180316T171031_N0212_R112_T14SQE_20201013T094651.SAFE/GRANULE/L2A_T14SQE_A014266_20180316T171943/IMG_DATA/R10m/T14SQE_20180316T171031_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180316T171031_R112_T14SQE_20201013T094651&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-16,3,2018,75,0.0,1
S2B_MSIL2A_20180321T170959_R112_T14SPE_20201013T122256,2018-03-21 17:09:59.027000+00:00,68.981754,"[-97.90216, 35.13300633202725, -96.66879, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/03/21/S2B_MSIL2A_20180321T170959_N0212_R112_T14SPE_20201013T122256.SAFE/GRANULE/L2A_T14SPE_A005429_20180321T171257/IMG_DATA/R10m/T14SPE_20180321T170959_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180321T170959_R112_T14SPE_20201013T122256&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-21,3,2018,80,119.99111138888888,0
S2B_MSIL2A_20180321T170959_R112_T14SQE_20201013T122253,2018-03-21 17:09:59.027000+00:00,4.859407,"[-96.80527, 35.11151890067136, -95.55957, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/03/21/S2B_MSIL2A_20180321T170959_N0212_R112_T14SQE_20201013T122253.SAFE/GRANULE/L2A_T14SQE_A005429_20180321T171257/IMG_DATA/R10m/T14SQE_20180321T170959_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180321T170959_R112_T14SQE_20201013T122253&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-21,3,2018,80,0.0,1
S2A_MSIL2A_20180326T171001_R112_T14SQE_20201013T143125,2018-03-26 17:10:01.026000+00:00,93.573101,"[-96.78964, 35.44055519692426, -95.55957, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/03/26/S2A_MSIL2A_20180326T171001_N0212_R112_T14SQE_20201013T143125.SAFE/GRANULE/L2A_T14SQE_A014409_20180326T171227/IMG_DATA/R10m/T14SQE_20180326T171001_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180326T171001_R112_T14SQE_20201013T143125&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-26,3,2018,85,120.00055527777778,0
S2B_MSIL2A_20180331T170859_R112_T14SQE_20201013T172515,2018-03-31 17:08:59.027000+00:00,58.082484,"[-96.80527, 35.11156814880483, -95.55957, 36.124284255378335]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2018/03/31/S2B_MSIL2A_20180331T170859_N0212_R112_T14SQE_20201013T172515.SAFE/GRANULE/L2A_T14SQE_A005572_20180331T171809/IMG_DATA/R10m/T14SQE_20180331T170859_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180331T170859_R112_T14SQE_20201013T172515&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-31,3,2018,90,119.98277805555556,0
S2B_MSIL2A_20180331T170859_R112_T14SPE_20201013T172517,2018-03-31 17:08:59.027000+00:00,56.156623,"[-97.90216, 35.13300633202725, -96.66879, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/03/31/S2B_MSIL2A_20180331T170859_N0212_R112_T14SPE_20201013T172517.SAFE/GRANULE/L2A_T14SPE_A005572_20180331T171809/IMG_DATA/R10m/T14SPE_20180331T170859_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2B_MSIL2A_20180331T170859_R112_T14SPE_20201013T172517&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-03-31,3,2018,90,0.0,0
S2A_MSIL2A_20180405T170851_R112_T14SPE_20201026T065624,2018-04-05 17:08:51.026000+00:00,60.836083,"[-97.90216, 35.13300633202725, -96.66879, 36.13974073092875]",<Asset href=https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2018/04/05/S2A_MSIL2A_20180405T170851_N0212_R112_T14SPE_20201026T065624.SAFE/GRANULE/L2A_T14SPE_A014552_20180405T171629/IMG_DATA/R10m/T14SPE_20180405T170851_TCI_10m.tif?st=2026-01-22T00%3A07%3A58Z&se=2026-01-23T00%3A52%3A58Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2026-01-22T20%3A34%3A24Z&ske=2026-01-29T20%3A34%3A24Z&sks=b&skv=2025-07-05&sig=3WWdQL0u0De4AbwyirNrW/lEEJEwc7IGdFJNCi3RP18%3D>,,<Asset href=https://planetarycomputer.microsoft.com/api/data/v1/item/preview.png?collection=sentinel-2-l2a&item=S2A_MSIL2A_20180405T170851_R112_T14SPE_20201026T065624&assets=visual&asset_bidx=visual%7C1%2C2%2C3&nodata=0&format=png>,2018-04-05,4,2018,95,119.9977775,0
